abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,subsection_name
"  The Ford Motor Company said that it had held discussions with a South Korean company about importing mini-cars to the United States. The talks were conducted with the Kia Industrial Company, a maker of trucks, vans and engines, Thomas Rhoades, a Ford spokesman, said. He called the discussions preliminary.",https://www.nytimes.com/1985/05/03/business/ford-korean-unit.html,,"The Ford Motor Company said that it had held discussions with a South Korean company about importing mini-cars to the United States. The talks were conducted with the Kia Industrial Company, a maker of trucks, vans and engines, Thomas Rhoades, a Ford spokesman, said. He called the discussions preliminary.",D,4,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'KIA INDUSTRIAL CO', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Ford Motor Co', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Automobiles', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'FOREIGN CARS', 'rank': 7, 'major': 'N'}]",1985-05-03T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/6dcc8d10-cd8d-535d-8196-0742ceff606d,53,nyt://article/6dcc8d10-cd8d-535d-8196-0742ceff606d,"Ford, Korean Unit",,,"Ford, Korean Unit",,,,AP,[],AP,
"LEAD: South Korean companies paid $321 million in royalties for high-technology imports from the United States and other countries in the first half of the year, up from $226 million a year earlier, a Finance Ministry report showed today. Officials attributed the sharp increase to South Korea's growing demand for high technology in the electric, electronic and chemical industries.",https://www.nytimes.com/1988/08/09/business/korea-royalty-payments.html,,"South Korean companies paid $321 million in royalties for high-technology imports from the United States and other countries in the first half of the year, up from $226 million a year earlier, a Finance Ministry report showed today. Officials attributed the sharp increase to South Korea's growing demand for high technology in the electric, electronic and chemical industries.",D,4,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Science and Technology', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Royalties', 'rank': 4, 'major': 'N'}]",1988-08-09T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/e8ae8cd5-78cd-5c34-a032-a027c37394cf,122,nyt://article/e8ae8cd5-78cd-5c34-a032-a027c37394cf,Korea Royalty Payments,,,Korea Royalty Payments,,,,AP,[],AP,
"LEAD: South Korea's trade surplus widened to $5.52 billion in the first 11 months of the year from $2.93 billion a year earlier, the Trade and Industry Ministry reported today. Officials said that Korean exports during the period rose 34.3 percent, to $41.91 billion, while imports rose 28.7 percent, to $36.39 billion.",https://www.nytimes.com/1987/12/03/business/korean-trade-gain.html,,"South Korea's trade surplus widened to $5.52 billion in the first 11 months of the year from $2.93 billion a year earlier, the Trade and Industry Ministry reported today. Officials said that Korean exports during the period rose 34.3 percent, to $41.91 billion, while imports rose 28.7 percent, to $36.39 billion.",D,17,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'BALANCE OF PAYMENTS AND TRADE', 'rank': 3, 'major': 'N'}]",1987-12-03T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/bce31642-b337-5f1e-b7b0-b76220483193,108,nyt://article/bce31642-b337-5f1e-b7b0-b76220483193,Korean Trade Gain,,,Korean Trade Gain,,,,AP,[],AP,
"   South Korea plans to prohibit local businesses from using foreign brand names on consumer goods for domestic sale, Finance Ministry officials said today. The officials said the plan, still in rough form, initially would not affect Korean-made products intended for export. Critics maintain that domestically produced and marketed products with foreign brand names have an unfair advantage over similar items displaying local brand names.",https://www.nytimes.com/1984/11/21/business/korean-plan-on-brands.html,,"South Korea plans to prohibit local businesses from using foreign brand names on consumer goods for domestic sale, Finance Ministry officials said today. The officials said the plan, still in rough form, initially would not affect Korean-made products intended for export. Critics maintain that domestically produced and marketed products with foreign brand names have an unfair advantage over similar items displaying local brand names.",D,18,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MARKETING AND MERCHANDISING', 'rank': 2, 'major': 'N'}]",1984-11-21T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/e146f5b9-1c80-5b9d-97f9-eaf38be9492d,70,nyt://article/e146f5b9-1c80-5b9d-97f9-eaf38be9492d,Korean Plan on Brands,,,Korean Plan on Brands,,,,AP,[],AP,
"  Despite clear evidence that the North Korean leader, Kim Il Sung, is alive, a mystery lingered today over the origin of earlier assassination reports and the possibility that they grew out of a continuing power struggle in his Communist nation.   South Korean Government officials and foreign diplomats said that, given the customary lack of detailed information from the North, they had no firm conclusions about what was happening there.   Mr. Kim appeared today at the airport in Pyongyang, the Northern capital, to greet a visiting Mongolian delegation. Western and Asian diplomats who had attended the airport ceremony and were interviewed later by Peking-based reporters said the 74-year-old leader seemed to be in good health and was smiling.",https://www.nytimes.com/1986/11/19/world/koreans-looking-for-explanations.html,,"Despite clear evidence that the North Korean leader, Kim Il Sung, is alive, a mystery lingered today over the origin of earlier assassination reports and the possibility that they grew out of a continuing power struggle in his Communist nation.",A,13,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'KIM IL SUNG', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 4, 'major': 'N'}]",1986-11-19T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/42d0b5c3-ff15-5031-b885-af3e2845b046,854,nyt://article/42d0b5c3-ff15-5031-b885-af3e2845b046,KOREANS LOOKING FOR EXPLANATIONS,,,KOREANS LOOKING FOR EXPLANATIONS,,,,"By Clyde Haberman, Special To the New York Times","[{'firstname': 'Clyde', 'middlename': None, 'lastname': 'Haberman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"  The Brooklyn Philharmonic Chamber Ensemble will present a free concert saluting Korean music and musicians at 8 o'clock tonight at the Prospect Park Band Shell, Prospect Park West and Ninth Street, in the Park Slope section of Brooklyn. The concert is to be conducted by Constantine Kitsopoulos and is to feature Chin Kim as soloist in Haydn's Violin Concerto No. 1, along with traditional Korean songs arranged for orchestra. The kayagum, a 12-stringed instrument, will also be used. The program will also include C. P. E. Bach's Symphony No. 1, ""Eine Kleine Nachtmusik"" by Mozart and ""Chimhyang-Moo"" (""Dancing Among Incense""), a solo work for the kayagum by the contemporary composer Byung-Ki Hwang. The soloist is to be Sang Won-Park. Information: (718) 622-1000.",https://www.nytimes.com/1991/07/27/arts/korea-via-brooklyn.html,,"The Brooklyn Philharmonic Chamber Ensemble will present a free concert saluting Korean music and musicians at 8 o'clock tonight at the Prospect Park Band Shell, Prospect Park West and Ninth Street, in the Park Slope section of Brooklyn. The concert is to be conducted by Constantine Kitsopoulos and is to feature Chin Kim as soloist in Haydn's Violin Concerto No. 1, along with traditional Korean songs arranged for orchestra. The kayagum, a 12-stringed instrument, will also be used. The program will also include C. P. E. Bach's Symphony No. 1, ""Eine Kleine Nachtmusik"" by Mozart and ""Chimhyang-Moo"" (""Dancing Among Incense""), a solo work for the kayagum by the contemporary composer Byung-Ki Hwang. The soloist is to be Sang Won-Park. Information: (718) 622-1000.",1,15,The New York Times,[],"[{'name': 'organizations', 'value': 'BROOKLYN PHILHARMONIC CHAMBER ENSEMBLE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'CONCERTS AND RECITALS', 'rank': 3, 'major': 'N'}]",1991-07-27T05:00:00+0000,article,Cultural Desk,Arts,News,nyt://article/f4891bd6-d04c-544f-81ad-dbb970b27977,122,nyt://article/f4891bd6-d04c-544f-81ad-dbb970b27977,Korea via Brooklyn,,,Korea via Brooklyn,,,,,[],,
"  President Chun Doo Hwan today called for measures to cope with growing American pressure for Seoul to open its markets further, officials said.",https://www.nytimes.com/1985/11/02/business/korean-trade-warning.html,,"President Chun Doo Hwan today called for measures to cope with growing American pressure for Seoul to open its markets further, officials said.",1,38,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'CHUN DOO HWAN', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 4, 'major': 'N'}]",1985-11-02T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/f3239237-7df6-55b0-9bf6-581dab92732b,29,nyt://article/f3239237-7df6-55b0-9bf6-581dab92732b,Korean Trade Warning,,,Korean Trade Warning,,,,Reuters,[],Reuters,
"LEAD: South Korea's crude oil imports this year are expected to drop 6.6 percent from last year, to 215 million barrels, the Energy and Resources Ministry said today.",https://www.nytimes.com/1988/01/13/business/korean-oil-imports.html,,"South Korea's crude oil imports this year are expected to drop 6.6 percent from last year, to 215 million barrels, the Energy and Resources Ministry said today.",D,2,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Forecasts', 'rank': 4, 'major': 'N'}]",1988-01-13T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/0559680f-b875-5308-b2aa-9491ec8a2f31,60,nyt://article/0559680f-b875-5308-b2aa-9491ec8a2f31,Korean Oil Imports,,,Korean Oil Imports,,,,AP,[],AP,
"LEAD: South Korea's current account surplus rose 41 percent in the first four months of this year from its level of a year earlier, the Bank of Korea reported Friday. The current account measures trade in merchandise and services. The surplus for January through April was $3.89 billion, up from $2.76 billion one year ago.",https://www.nytimes.com/1988/05/30/business/korean-trade-surplus.html,,"South Korea's current account surplus rose 41 percent in the first four months of this year from its level of a year earlier, the Bank of Korea reported Friday. The current account measures trade in merchandise and services. The surplus for January through April was $3.89 billion, up from $2.76 billion one year ago. Officials at the central bank said that, if the present pace continued, the surplus was likely to top $10 billion by the end of the year, compared with last year's record high of $9.85 billion.",1,30,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Trade and World Market', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'BALANCE OF PAYMENTS AND TRADE', 'rank': 3, 'major': 'N'}]",1988-05-30T05:00:00+0000,article,Financial Desk,Business Day,News,nyt://article/c70edfe5-05fe-55ab-9828-a1d8f72d78f4,149,nyt://article/c70edfe5-05fe-55ab-9828-a1d8f72d78f4,Korean Trade Surplus,,,Korean Trade Surplus,,,,AP,[],AP,
   Chang Chong Koo of South Korea retained the World Boxing Council light-flyweight title with a unanimous 12-round decision over Sot Chitalada of Thailand tonight.   ,https://www.nytimes.com/1984/04/01/sports/korean-keeps-title.html,,Chang Chong Koo of South Korea retained the World Boxing Council light-flyweight title with a unanimous 12-round decision over Sot Chitalada of Thailand tonight.,5,4,The New York Times,[],"[{'name': 'subject', 'value': 'TERMS NOT AVAILABLE', 'rank': 1, 'major': 'N'}]",1984-04-01T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/a474e97d-ba83-55e1-902f-b409c95adde3,30,nyt://article/a474e97d-ba83-55e1-902f-b409c95adde3,Korean Keeps Title,,,Korean Keeps Title,,,,AP,[],AP,
"  North and South Korea have made the first steps toward easing differences that had raised fears of a Soviet-bloc boycott of the Summer Games scheduled in 1988 for Seoul, South Korea, officials at an International Olympic Committee negotiating session said today.   Although sharp differences between the two Koreas remain, North Korean Olympic officials said they had agreed in principle with the South for the running of at least one cycling event in the North, and they pledged to allow North Koreans to attend events in the South.",https://www.nytimes.com/1986/01/10/sports/2-koreas-in-accord.html,,"North and South Korea have made the first steps toward easing differences that had raised fears of a Soviet-bloc boycott of the Summer Games scheduled in 1988 for Seoul, South Korea, officials at an International Olympic Committee negotiating session said today.",A,22,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Olympic Games (1988)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'SUMMER GAMES (OLYMPICS)', 'rank': 4, 'major': 'N'}]",1986-01-10T05:00:00+0000,article,Sports Desk,Sports,News,nyt://article/93e0d96a-bb39-5563-8cd8-6eba99a81c38,259,nyt://article/93e0d96a-bb39-5563-8cd8-6eba99a81c38,2 KOREAS IN ACCORD,,,2 KOREAS IN ACCORD,,,,"By Thomas Netter, Special To the New York Times","[{'firstname': 'Thomas', 'middlename': None, 'lastname': 'Netter', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",,
"LEAD: Korea's version of the Berlin wall still stands, but last week's unprecedented meeting between the Prime Ministers of the North and the South at least opened a few gates. Reunification won't come before radical political changes transform the Communist North. Still, Seoul is right to encourage a step-by-step reduction of tensions.",https://www.nytimes.com/1990/09/10/opinion/lowering-korea-s-wall.html,,"Strong nationalist sentiment compels both Korean Governments to endorse the principle of unification. But while Pyongyang argues for starting with dramatic steps like demilitarization, Seoul favors beginning with confidence-building measures before moving to bigger, riskier issues.",A,22,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'WEST GERMANY', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'North Korea', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'East Germany', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Editorials', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'GERMANY, REUNIFICATION OF', 'rank': 7, 'major': 'N'}]",1990-09-10T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/1ecb0aa3-5f77-50d8-8d48-548bd14e2150,438,nyt://article/1ecb0aa3-5f77-50d8-8d48-548bd14e2150,Lowering Korea's Wall,,,Lowering Korea's Wall,,,,,[],,
