abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,print_section
"South Koreans have been offered a new constitution by President Chun Doo Hwan which, if he means what it says, would finally provide a measure of democracy and protect some fundamental rights. On paper at least, it is a marked improvement on the repressive Yushin constitution, imposed in 1972, which let an arbitrary president rule for life. It took an assassin to dislodge Park Chung Hee from Seoul's Blue House.  ",https://www.nytimes.com/1980/10/04/archives/south-koreas-promissory-note.html,,,22,The New York Times,[],[],1980-10-04T05:00:00+0000,article,None,Archives,Archives,nyt://article/54fdc6cf-3b0a-563d-b61c-f6f165ad91c5,0,nyt://article/54fdc6cf-3b0a-563d-b61c-f6f165ad91c5,South Korea's Promissory Note,1,,South Korea's Promissory Note,,,,,[],,
"Korea Shipbuilding & Engineering to build 5 crude-oil carriers, worth $101 million, for Ecuador's state-owned oil company, Flota Petrolera Ecuadorians (S)",https://www.nytimes.com/1979/11/24/archives/korean-tanker-contract.html,"Korea Shipbuilding & Engineering to build 5 crude-oil carriers, worth $101 million, for Ecuador's state-owned oil company, Flota Petrolera Ecuadorians (S)","SEOUL, South Korea, Nov. 23 (Reuters) — The Korea Shipbuilding and Engineering Corporation said today that it would build five crude‐oil carriers, worth $101 million, for Ecuador's state‐owned oil company, Flota Petrolera Ecuatoriana.",31,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Ecuador', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'SHIPBUILDING, CONVERSION AND REPAIR', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Oil (Petroleum) and Gasoline', 'rank': 4, 'major': 'N'}]",1979-11-24T05:00:00+0000,article,None,Archives,Archives,nyt://article/15788a9d-be22-579a-b9f9-939e9a856fcc,40,nyt://article/15788a9d-be22-579a-b9f9-939e9a856fcc,Korean Tanker Contract,,,Korean Tanker Contract,,,,,[],,
S Korean Govt agrees to meet with N Korean reprs Oct 23 to seek resumption of Red Cross talks to reunite separated families (S),https://www.nytimes.com/1975/10/14/archives/korea-talks-will-resume.html,S Korean Govt agrees to meet with N Korean reprs Oct 23 to seek resumption of Red Cross talks to reunite separated families (S),"SEOUL, South Korea, Oct. 13 (AP)—The South Korean Government agreed today to a meeting with North Korean representatives Oct. 23 to seek resumption of Red Cross talks to reunite separated families. South Korea also proposed that political talks between the two governments be resumed. North Korea has boycotted the talks, since 1973 because of the South Korea's stringent anti‐Communist policies.",32,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1975-10-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/7b53d82c-f3d7-5db9-b2e5-b5057cd349c6,66,nyt://article/7b53d82c-f3d7-5db9-b2e5-b5057cd349c6,Korea Talks Will Resume,,,Korea Talks Will Resume,,,,,[],,
"SEOUL, South Korea, Oct. 13 (AP)&#8212;The South Korean Goverment agreed to day to a meeting with North Korean representatives Oct. 23 to seek resump.; tion of Red Cross talks to reunite separated families. South Korea also proposed that political talks between the two governments be resumed. North Korea has boycotted the talks since 1973 because of the South Korea's stringent anti&#8208;Communits policies.",https://www.nytimes.com/1975/10/14/archives/korea-talks-will-resume-80078238.html,,"SEOUL, South Korea, Oct. 13 (AP)—The South Korean Goverment agreed to day to a meeting with North Korean representatives Oct. 23 to seek resump.; tion of Red Cross talks to reunite separated families. South Korea also proposed that political talks between the two governments be resumed. North Korea has boycotted the talks since 1973 because of the South Korea's stringent anti‐Communits policies.",80,The New York Times,[],[],1975-10-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/31644f17-2859-5e1c-ad8f-cef8f87bfb5c,69,nyt://article/31644f17-2859-5e1c-ad8f-cef8f87bfb5c,Korea Talks Will Resume,,,Korea Talks Will Resume,,,,,[],,
Ed on N Korea shooting down US helicopter and killing of 3 of 4 crewmen holds incident should not be inflated out of proportion and should not have affect on planned troop withdrawal,https://www.nytimes.com/1977/07/15/archives/death-in-north-korea.html,Ed on N Korea shooting down US helicopter and killing of 3 of 4 crewmen holds incident should not be inflated out of proportion and should not have affect on planned troop withdrawal,"All the facts about the downing of a stray American construction helicopter and the killing of three of four Army crewmen by North Korean troops are not yet known. Given the nature of the incident and its location within North Korean territory, they may never be surely known.",20,The New York Times,[],"[{'name': 'glocations', 'value': 'North Korea', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}]",1977-07-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/ec61a4d5-b022-541f-b208-a42ac3e133f7,409,nyt://article/ec61a4d5-b022-541f-b208-a42ac3e133f7,Death in North Korea,,,Death in North Korea,,,,,[],,
"PANMUNJOM, Korea, Wednesday, Feb. 6 (AP)--North and South Korea today resumed the deadlocked negotiations they began in 1972 aimed at reunifying the peninsula, which was divided at the end of World War II.  ",https://www.nytimes.com/1980/02/06/archives/north-south-korea-resume-talks.html,,,9,The New York Times,[],[],1980-02-06T05:00:00+0000,article,None,Archives,Archives,nyt://article/8a6338fb-8988-5e67-a36b-fcaac607d89d,0,nyt://article/8a6338fb-8988-5e67-a36b-fcaac607d89d,"North, South Korea Resume Talks",1,,"North, South Korea Resume Talks",,,,,[],,
Amer econ mission arrives in Seoul on Mar 28 on 3-day visit to explore possibilities of increased investment in nation's major industries (S),https://www.nytimes.com/1976/03/29/archives/korean-investment-studied.html,Amer econ mission arrives in Seoul on Mar 28 on 3-day visit to explore possibilities of increased investment in nation's major industries (S),"SEOUL, South Korea, March 28 (Reuters)— An American economic mission arrived here today on a three‐day visit to explore possibilities of increased investment in South Korea's petrochemical, banking, electronics and machinery Industries.",57,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1976-03-29T05:00:00+0000,article,None,Archives,Archives,nyt://article/9a5c7baa-2b03-58f9-b556-53ae9a2e8932,39,nyt://article/9a5c7baa-2b03-58f9-b556-53ae9a2e8932,Korean Investment Studied,,,Korean Investment Studied,,,,,[],,
"Norcen Energy Resources, Lacana Mining Corp and E & B Explorations Ltd agree to supply Korea Electric Co with 7 million lbs of uranium oxide over 11 years (S)",https://www.nytimes.com/1979/11/26/archives/korean-uranium-purchase.html,"Norcen Energy Resources, Lacana Mining Corp and E & B Explorations Ltd agree to supply Korea Electric Co with 7 million lbs of uranium oxide over 11 years (S)","TORONTO, Nov. 25 (Reuters) — Three Canadian companies said they had agreed to supply the Korea Electric Company with seven million pounds of uranium oxide over 11 years.",2,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC ENERGY AND WEAPONS', 'rank': 2, 'major': 'N'}]",1979-11-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/75989235-521e-535f-b86b-caf54e09a8bb,79,nyt://article/75989235-521e-535f-b86b-caf54e09a8bb,Korean Uranium Purchase,,,Korean Uranium Purchase,,,,,[],,D
"Norcen Energy Resources, Lacana Mining Corp and E & B Explorations Ltd agree to supply Korea Electric Co with 7 million lbs of uranium oxide over 11 years (S)",https://www.nytimes.com/1979/11/26/archives/korean-uranium-purchase.html,"Norcen Energy Resources, Lacana Mining Corp and E & B Explorations Ltd agree to supply Korea Electric Co with 7 million lbs of uranium oxide over 11 years (S)","TORONTO, Nov. 25 (Reuters) — Three Canadian companies said they had agreed to supply the Korea Electric Company with seven million pounds of uranium oxide over 11 years.",2,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC ENERGY AND WEAPONS', 'rank': 2, 'major': 'N'}]",1979-11-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/75989235-521e-535f-b86b-caf54e09a8bb,79,nyt://article/75989235-521e-535f-b86b-caf54e09a8bb,Korean Uranium Purchase,,,Korean Uranium Purchase,,,,,[],,D
"The International Telephone and Telegraph Corporation has been selected to supply its advanced electronic Mataconta 10&#8208;C equipment to the Republic of Korea under a telephone switching expansion program valued at $500 million. Under the program, Metaconta 10&#8208;C will become the next generation system for South Korea's telephone network. The equipment will be initially supplied by the Bell Telephone Manufacturing Company, IIT's Belgian affiliate.",https://www.nytimes.com/1977/10/28/archives/korean-phone-contract.html,,"The International Telephone and Telegraph Corporation has been selected to supply its advanced electronic Mataconta 10‐C equipment to the Republic of Korea under a telephone switching expansion program valued at $500 million. Under the program, Metaconta 10‐C will become the next generation system for South Korea's telephone network. The equipment will be initially supplied by the Bell Telephone Manufacturing Company, IIT's Belgian affiliate.",5,The New York Times,[],[],1977-10-28T05:00:00+0000,article,None,Archives,Archives,nyt://article/54aa3447-77d7-5b81-ae28-d2f256c1d5f1,63,nyt://article/54aa3447-77d7-5b81-ae28-d2f256c1d5f1,Korean Phone Contract,,,Korean Phone Contract,,,,,[],,D
Donald S Zagoria article on controversy over Pres Carter's plan to gradually withdraw ground troops (M),https://www.nytimes.com/1977/07/02/archives/korea-to-stay-or-not-to-stay.html,Donald S Zagoria article on controversy over Pres Carter's plan to gradually withdraw ground troops (M),"The unconditional withdrawal of the American Second Division from South Korea is ill advised for several reasons. First, it will weaken the deterrent against North Korean aggression. The North Korean border is an hour and a half jeep ride from Seoul; a massed armor attack by the North Koreans at night could have a good chance of reaching Seoul by dawn, even against American air opposition. The North Koreans are now deterred from such a gamble by the automatic involvement of American troops, who must be overcome before they get to Seoul.",12,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1977-07-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/120b2da5-a856-58cc-819e-bf5c300afa91,1100,nyt://article/120b2da5-a856-58cc-819e-bf5c300afa91,Korea: To Stay or Not to Stay,,,Korea: To Stay or Not to Stay,,,,By Donald S. Zagoria,"[{'firstname': 'Donald', 'middlename': 'S.', 'lastname': 'Zagoria', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,
"Prof Gregory Henderson article on working toward peace in Korea holds US should begin modest trade and cultural contacts with N Korea, make resumed talks between North and South condition of troop withdrawal and restrain undue arms buildups (M)",https://www.nytimes.com/1978/04/17/archives/toward-korean-peace-for-fresh-vision-on-pyongyang.html,"Prof Gregory Henderson article on working toward peace in Korea holds US should begin modest trade and cultural contacts with N Korea, make resumed talks between North and South condition of troop withdrawal and restrain undue arms buildups (M)","MEDFORD, Mass.—At the base of the whole “Korcagate” stormlet lies poor United States policy on Korea. Had policy been good, not even the manipulatory President Park Chung Hee and his henchmen would have felt called on to bribe Congressmen into supporting it. But policy is bad; and the feckless decision “to withdraw” United States troops from Korea has worsened it.",23,The New York Times,[],"[{'name': 'glocations', 'value': 'South Korea', 'rank': 1, 'major': 'N'}]",1978-04-17T05:00:00+0000,article,None,Archives,Archives,nyt://article/0a3e4029-5cd5-58ea-abf5-c5830e8b8339,761,nyt://article/0a3e4029-5cd5-58ea-abf5-c5830e8b8339,Toward Korean Peace,,,Toward Korean Peace,,,,By Gregory Henderson,"[{'firstname': 'Gregory', 'middlename': None, 'lastname': 'Henderson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,A
