abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
unanimously adopts it; Min Chung Il Hyung urges end to div of Korea,https://www.nytimes.com/1960/11/03/archives/seoul-lawmakers-urge-unificatlon.html,unanimously adopts it; Min Chung Il Hyung urges end to div of Korea,,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'KOREA', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'MEMBERSHIP', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'UNIFICATION', 'rank': 6, 'major': 'N'}]",1960-11-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/f436f248-905e-55c0-a7f8-5b2af19851d4,0,nyt://article/f436f248-905e-55c0-a7f8-5b2af19851d4,SEOUL LAWMAKERS URGE UNIFICATlON,,,SEOUL LAWMAKERS URGE UNIFICATlON,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Following are the texts of President Eisenhower's addresses yesterday at the Roosevelt Field Shopping Center on Long Island, at the Westchester Airport, at Herald Square and at the Coliseum:",https://www.nytimes.com/1960/11/03/archives/texts-of-eisenhowers-speeches-at-four-republican-rallies-in-city.html,,,,24,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'DEM PARTY - CAMPAIGN WIND-UP', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'DEM PARTY - CAMPAIGN WIND-UP', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'MACY, R H, & CO.', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Eisenhower, Dwight David', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Eisenhower, Dwight David', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Travel and Vacations', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'ADDRESSES, LETTERS AND STATEMENTS', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': ""PRESIDENTIAL ELECTION OF '60"", 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'CANDIDATES', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'NOVEMBER 1-15', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'GEN COMMENT - EXPERIENCE ISSUE', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': ""PRESIDENTIAL ELECTION OF '60"", 'rank': 18, 'major': 'N'}, {'name': 'subject', 'value': 'CANDIDATES', 'rank': 19, 'major': 'N'}, {'name': 'subject', 'value': 'NOVEMBER 1-15', 'rank': 20, 'major': 'N'}, {'name': 'subject', 'value': ""PRESIDENTIAL ELECTION OF '60"", 'rank': 21, 'major': 'N'}, {'name': 'subject', 'value': 'CANDIDATES', 'rank': 22, 'major': 'N'}, {'name': 'subject', 'value': 'NOVEMBER 1-15', 'rank': 23, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 24, 'major': 'N'}, {'name': 'subject', 'value': 'EISENHOWER ADM', 'rank': 25, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 26, 'major': 'N'}, {'name': 'subject', 'value': 'FINAL WK OF PRES CAMPAIGNING, SPECULATION ON KIND OF PRES NIXON OR KENNEDY WOULD BE', 'rank': 27, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 28, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 29, 'major': 'N'}, {'name': 'subject', 'value': 'EISENHOWER ADM', 'rank': 30, 'major': 'N'}, {'name': 'subject', 'value': 'ECONOMY', 'rank': 31, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 32, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 33, 'major': 'N'}]",1960-11-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/67f6d07a-c8f4-568a-b6e3-825cd23634a5,0,nyt://article/67f6d07a-c8f4-568a-b6e3-825cd23634a5,Texts of Eisenhower's Speeches at Four Republican Rallies in City and Suburbs,,,Texts of Eisenhower's Speeches at Four Republican Rallies in City and Suburbs,,,,,[],
"Chinese Communist party pub holds peace can be won only through defeat of 'enemy,'",https://www.nytimes.com/1960/10/26/archives/victory-in-korea-marked-by-peiping.html,"Chinese Communist party pub holds peace can be won only through defeat of 'enemy,'",,,13,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'ANNIVERSARIES', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'BIG POWERS (FRANCE, GB, USSR AND US) MUTUAL RELATIONS AND COLD WAR', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'EAST-WEST RELATIONS (GEN)', 'rank': 7, 'major': 'N'}]",1960-10-26T05:00:00+0000,article,None,Archives,Archives,nyt://article/87171d07-0744-5ab5-ba30-ca5a493ac72b,0,nyt://article/87171d07-0744-5ab5-ba30-ca5a493ac72b,'VICTORY' IN KOREA MARKED BY PEIPING,,,'VICTORY' IN KOREA MARKED BY PEIPING,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Eisenhower says US drifted into war through 'mil weakness, indecision and vagueness of purpose,' s, NYC; omits word 'senseless' from prepared text",https://www.nytimes.com/1960/11/03/archives/text-of-vice-presidents-campaign-address-in-nationwide-television.html,"Eisenhower says US drifted into war through 'mil weakness, indecision and vagueness of purpose,' s, NYC; omits word 'senseless' from prepared text",,,25,The New York Times,[],"[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'REPUB PARTY - EISENHOWER STEPS UP EFFORTS - CAMPAIGN WIND-UP', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'REPUB PARTY - EISENHOWER STEPS UP EFFORTS - CAMPAIGN WIND-UP', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'REPUB PARTY - EISENHOWER STEPS UP EFFORTS - CAMPAIGN WIND-UP', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'DEM PARTY - CAMPAIGN WIND-UP', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Nixon, Richard Milhous', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': ""PRESIDENTIAL ELECTION OF '60"", 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'CANDIDATES', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'NOVEMBER 1-15', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': ""PRESIDENTIAL ELECTION OF '60"", 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'CANDIDATES', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'NOVEMBER 1-15', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': ""PRESIDENTIAL ELECTION OF '60"", 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'CANDIDATES', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'NOVEMBER 1-15', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': ""PRESIDENTIAL ELECTION OF '60"", 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'CANDIDATES', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'NOVEMBER 1-15', 'rank': 18, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 19, 'major': 'N'}, {'name': 'subject', 'value': 'EISENHOWER ADM', 'rank': 20, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 21, 'major': 'N'}, {'name': 'subject', 'value': 'GENERAL', 'rank': 22, 'major': 'N'}]",1960-11-03T05:00:00+0000,article,None,Archives,Archives,nyt://article/63277c57-02ff-5320-b577-572028f22153,0,nyt://article/63277c57-02ff-5320-b577-572028f22153,Text of Vice President's Campaign Address in Nation-Wide Television Broadcast,,,Text of Vice President's Campaign Address in Nation-Wide Television Broadcast,,,,,[],
SK Lower House shelves bill calling for unification under UN-sponsored elections,https://www.nytimes.com/1960/11/02/archives/seoul-votes-down-unity-plan.html,SK Lower House shelves bill calling for unification under UN-sponsored elections,,,10,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNIFICATION', 'rank': 2, 'major': 'N'}]",1960-11-02T05:00:00+0000,article,None,Archives,Archives,nyt://article/8f40797c-99ba-5a2c-949a-fc53ebef0154,0,nyt://article/8f40797c-99ba-5a2c-949a-fc53ebef0154,Seoul Votes Down Unity Plan,,,Seoul Votes Down Unity Plan,,,,,[],
Govt changes law to make Mayors and Town Chiefs elective,https://www.nytimes.com/1960/11/01/archives/seoul-changes-rhee-law.html,Govt changes law to make Mayors and Town Chiefs elective,,,10,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1960-11-01T05:00:00+0000,article,None,Archives,Archives,nyt://article/d58f09f2-f793-583a-8774-95e6c93c02e0,0,nyt://article/d58f09f2-f793-583a-8774-95e6c93c02e0,Seoul Changes Rhee Law,,,Seoul Changes Rhee Law,,,,,[],
"Sen Mansfield proposes neutralization of a unified Korea following pattern used in Austria, US com rept; SK Min Chung II-hung opposed",https://www.nytimes.com/1960/10/23/archives/korean-rejects-senators-plan.html,"Sen Mansfield proposes neutralization of a unified Korea following pattern used in Austria, US com rept; SK Min Chung II-hung opposed",,,15,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNIFICATION', 'rank': 2, 'major': 'N'}]",1960-10-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/5ff7402a-f98a-560d-8be9-963757ea04d0,0,nyt://article/5ff7402a-f98a-560d-8be9-963757ea04d0,Korean Rejects Senator's Plan,,,Korean Rejects Senator's Plan,,,,,[],
"UN truce comm rejects NK demand for withdrawal of all UN troops, Panmunjom conf",https://www.nytimes.com/1960/10/25/archives/red-bids-un-quit-korea-us-delegate-rejects-demand-in-armistice.html,"UN truce comm rejects NK demand for withdrawal of all UN troops, Panmunjom conf",,,9,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNIFICATION', 'rank': 2, 'major': 'N'}]",1960-10-25T05:00:00+0000,article,None,Archives,Archives,nyt://article/11185fba-986e-5d71-a042-813d912a48fc,0,nyt://article/11185fba-986e-5d71-a042-813d912a48fc,RED BIDS U.N. QUIT KOREA; U.S. Delegate Rejects Demand in Armistice Commission,,,RED BIDS U.N. QUIT KOREA; U.S. Delegate Rejects Demand in Armistice Commission,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Chang wins support from opposition within Dem party to give him an Assembly majority; plans 'crackdown' on demonstrations, restoration of police authority; old-faction Dems to set up new party",https://www.nytimes.com/1960/10/23/archives/premier-in-korea-gets-new-backing-changs-success-in-effort-to-win.html,"Chang wins support from opposition within Dem party to give him an Assembly majority; plans 'crackdown' on demonstrations, restoration of police authority; old-faction Dems to set up new party",,,16,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1960-10-23T05:00:00+0000,article,None,Archives,Archives,nyt://article/358cf102-28d0-5bb6-9278-fa71dd3cce20,0,nyt://article/358cf102-28d0-5bb6-9278-fa71dd3cce20,PREMIER IN KOREA GETS NEW BACKING; Chang's Success in Effort to Win Assembly Majority Presages Calm Period,,,PREMIER IN KOREA GETS NEW BACKING; Chang's Success in Effort to Win Assembly Majority Presages Calm Period,,,,By Richard J.h. Johnstonspecial To the New York Times,"[{'firstname': 'Richard', 'middlename': 'J.', 'lastname': 'h', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Econ mission headed by Min Kim Young Sun to visit US,https://www.nytimes.com/1960/10/18/archives/korean-officials-to-visit-us.html,Econ mission headed by Min Kim Young Sun to visit US,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1960-10-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/8828c5f3-4a0d-53d5-9a29-617d1579c2e6,0,nyt://article/8828c5f3-4a0d-53d5-9a29-617d1579c2e6,Korean Officials to Visit U.S.,,,Korean Officials to Visit U.S.,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"SK Pres Yun inspects troops, western sector",https://www.nytimes.com/1960/10/20/archives/yun-reviews-us-units-korean-president-visits-un-troops-in-western.html,"SK Pres Yun inspects troops, western sector",,,4,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}]",1960-10-20T05:00:00+0000,article,None,Archives,Archives,nyt://article/e6b7fa24-ce9f-5a99-9750-414803a63947,0,nyt://article/e6b7fa24-ce9f-5a99-9750-414803a63947,YUN REVIEWS U.S. UNITS; Korean President Visits U.N. Troops in Western Sector,,,YUN REVIEWS U.S. UNITS; Korean President Visits U.N. Troops in Western Sector,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Natl Assembly sets hearings on legis for retroactive punishment of 'traitors'; critics warn on yielding to students' demonstrations,https://www.nytimes.com/1960/10/18/archives/korea-may-retry-ousted-officials-assembly-acts-to-increase.html,Natl Assembly sets hearings on legis for retroactive punishment of 'traitors'; critics warn on yielding to students' demonstrations,,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1960-10-18T05:00:00+0000,article,None,Archives,Archives,nyt://article/99281d61-45c9-54f2-a91b-751fb5a43ac0,0,nyt://article/99281d61-45c9-54f2-a91b-751fb5a43ac0,KOREA MAY RETRY OUSTED OFFICIALS; Assembly Acts to Increase Punishment of More Than 100 Who Served Rhee,,,KOREA MAY RETRY OUSTED OFFICIALS; Assembly Acts to Increase Punishment of More Than 100 Who Served Rhee,,,,By Richard J.h. Johnstonspecial To the New York Times,"[{'firstname': 'Richard', 'middlename': 'J.', 'lastname': 'h', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Communist China to provide long-term loan of $105 million plus aid in development programs,https://www.nytimes.com/1960/10/14/archives/red-china-pledges-aid-to-north-korea.html,Communist China to provide long-term loan of $105 million plus aid in development programs,,,12,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'NORTH', 'rank': 2, 'major': 'N'}]",1960-10-14T05:00:00+0000,article,None,Archives,Archives,nyt://article/e8377d3b-1b66-5615-991f-084e19a491ca,0,nyt://article/e8377d3b-1b66-5615-991f-084e19a491ca,RED CHINA PLEDGES AID TO NORTH KOREA,,,RED CHINA PLEDGES AID TO NORTH KOREA,,,,Special to The New York Times,"[{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"US Gen Magruder warns on dissension within armed forces, s, farewell ceremonies for Choi; deplores ouster of many officers since Apr revolution",https://www.nytimes.com/1960/10/15/archives/koreans-warned-on-army-dispute-un-commander-cautions-against.html,"US Gen Magruder warns on dissension within armed forces, s, farewell ceremonies for Choi; deplores ouster of many officers since Apr revolution",,,5,The New York Times,[],"[{'name': 'subject', 'value': 'Korean War', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 2, 'major': 'N'}]",1960-10-15T05:00:00+0000,article,None,Archives,Archives,nyt://article/46c94069-6778-556d-ba5c-38efc7c63324,0,nyt://article/46c94069-6778-556d-ba5c-38efc7c63324,KOREANS WARNED ON ARMY DISPUTE; U.N. Commander Cautions Against 'Disruption' Over Rift on Rhee Officers,,,KOREANS WARNED ON ARMY DISPUTE; U.N. Commander Cautions Against 'Disruption' Over Rift on Rhee Officers,,,,,[],
"student mob surges into Assembly, demands stiffer punishment for former officials; Chang pledges extraordinary legis",https://www.nytimes.com/1960/10/12/archives/korean-premier-acts-on-students-demand.html,"student mob surges into Assembly, demands stiffer punishment for former officials; Chang pledges extraordinary legis",,,22,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1960-10-12T05:00:00+0000,article,None,Archives,Archives,nyt://article/08e09617-9c20-54a4-b8bf-c914d12ed325,0,nyt://article/08e09617-9c20-54a4-b8bf-c914d12ed325,Korean Premier Acts On Students' Demand,,,Korean Premier Acts On Students' Demand,,,,,[],
House adopts bill to re-arrest acquitted ex-officials after students continue demonstrations,https://www.nytimes.com/1960/10/13/archives/rhee-aides-in-jeopardy-korean-deputies-vote-bill-for-rearrest-after.html,House adopts bill to re-arrest acquitted ex-officials after students continue demonstrations,,,2,The New York Times,[],"[{'name': 'glocations', 'value': 'KOREA', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'SOUTH', 'rank': 2, 'major': 'N'}]",1960-10-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/5b2f1db0-d642-569b-8574-50928cd23865,0,nyt://article/5b2f1db0-d642-569b-8574-50928cd23865,RHEE AIDES IN JEOPARDY; Korean Deputies Vote Bill for Rearrest After Protests,,,RHEE AIDES IN JEOPARDY; Korean Deputies Vote Bill for Rearrest After Protests,,,,,[],
"Min Cha Kyoon Li outlines plans for gradual 50,000-man cut in forces, conf with Under Sec Dillon, Washington",https://www.nytimes.com/1960/10/13/archives/korea-seeks-army-cut-seoul-envoy-talks-with-dillon-on-50000man.html,"Min Cha Kyoon Li outlines plans for gradual 50,000-man cut in forces, conf with Under Sec Dillon, Washington",,,3,The New York Times,[],"[{'name': 'glocations', 'value': 'Germany', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'FOREIGN RELATIONS AND SERVICE', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'WEST', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Korean War', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED NATIONS FORCES', 'rank': 5, 'major': 'N'}]",1960-10-13T05:00:00+0000,article,None,Archives,Archives,nyt://article/2d87b5c5-0726-5b94-8646-0bd6cd713018,0,nyt://article/2d87b5c5-0726-5b94-8646-0bd6cd713018,"KOREA SEEKS ARMY CUT; Seoul Envoy Talks With Dillon on 50,000-Man Reduction",,,"KOREA SEEKS ARMY CUT; Seoul Envoy Talks With Dillon on 50,000-Man Reduction",,,,,[],
